Country,Mauritius,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
2014,4.2,0.3938,0.4313,0.175,0.0895,6117.1942,6266.996,27048.8059,4.421765804,,,
2015,4.2,0.3938,0.4313,0.175,0.0895,6174.0073,6397.7397,27348.1953,4.429572105,,,
2016,4.6,0.3938,0.4313,0.175,0.0895,6297.1089,6533.6092,27630.4338,4.387795925,,,
2017,4.6,0.3938,0.4313,0.175,0.0895,6328.2725,6652.0735,27718.6111,4.380125046,,,
2018,4.6,0.3938,0.4313,0.175,0.0895,6371.2804,6710.9944,28118.2164,4.413274765,,,
2019,4.6,0.3938,0.4313,0.175,0.0895,6312.3929,6655.7807,28125.1424,4.455545425,,,
,,,,,,,,,,,,
Country,Eswatini,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,-,,,,,,,,,,,
1999,-,,,,,,,,,,,
2000,-,,,,,,,,,,,
2001,-,,,,,,,,,,,
2002,-,,,,,,,,,,,
2003,-,,,,,,,,,,,
2004,-,,,,,,,,,,,
2005,-,,,,,,,,,,,
2006,-,,,,,,,,,,,
2007,-,,,,,,,,,,,
2008,-,,,,,,,,,,,
2009,-,,,,,,,,,,,
2010,-,,,,,,,,,,,
2011,-,,,,,,,,,,,
2012,3.7,,,,,,,,,,,
2013,3.9,,,,,,,,,,,
2014,4.3,,,,,,,,,,,
2015,-,,,,,,,,,,,
2016,-,,,,,,,,,,,
2017,3.9,,,,,,,,,,,
2018,3.8,,,,,,,,,,,
2019,3.4,,,,,,,,,,,
,,,,,,,,,,,,
Country,Republic of the Congo,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,-,0.5453,0.3508,0.1039,0.1858,5537.0836,7890.968,20779.1843,3.752731085,,,
1999,-,0.5453,0.3508,0.1039,0.1858,4623.3817,7419.2887,17635.2056,3.814352036,,,
2000,-,0.5453,0.3508,0.1039,0.1858,4651.5252,7706.5109,19882.5542,4.274416447,,,
2001,-,0.5453,0.3508,0.1039,0.1858,4775.0481,7746.5766,19971.2592,4.182420731,,,
2002,-,0.5453,0.3508,0.1039,0.1858,4521.6139,7845.6356,18982.18,4.19809866,,,
2003,2.2,0.5453,0.3508,0.1039,0.1858,5221.8319,7656.9612,22676.214,4.342578411,,,
2004,2,0.5453,0.3508,0.1039,0.1858,4936.2058,7663.9585,21745.3699,4.405280113,,,
2005,2.1,0.5453,0.3508,0.1031,0.1858,4756.8181,7980.6179,21415.3146,4.502025127,,,
2006,2.2,0.5477,0.3493,0.1023,0.189,5238.1846,8309.03,24214.985,4.62278223,,,
2007,2.1,0.55,0.3477,0.1015,0.1923,4997.4003,7475.134,23364.7736,4.675385475,,,
2008,1.9,0.5523,0.3462,0.1007,0.1955,5400.2325,7657.5034,25519.1287,4.725561619,,,
2009,1.9,0.5546,0.3446,0.0999,0.1988,6231.0965,8249.551,28930.7345,4.642960548,,,
2010,2,0.557,0.3431,0.0992,0.202,6743.6602,8770.0938,31903.9705,4.730957985,,,
2011,2.2,0.5593,0.3416,0.0992,0.2052,6412.7672,8744.7054,30463.6473,4.750468254,,,
2012,2.6,0.5593,0.3416,0.0992,0.2052,7339.6027,9396.2048,34922.5791,4.758102417,,,
2013,2.2,0.5593,0.3416,0.0992,0.2052,7367.0441,9125.8125,34670.3015,4.706134796,,,
2014,2.3,0.5593,0.3416,0.0992,0.2052,8082.1014,9456.86,37372.885,4.624154568,,,
2015,2.3,0.5593,0.3416,0.0992,0.2052,7490.3308,8940.8484,31763.1318,4.240551472,,,
2016,2,0.5593,0.3416,0.0992,0.2052,6227.0195,7825.3926,26509.7474,4.257213116,,,
2017,2.1,0.5593,0.3416,0.0992,0.2052,5805.1038,7263.7941,24596.8785,4.237112522,,,
2018,2,0.5593,0.3416,0.0992,0.2052,5295.8452,6625.3378,22398.5666,4.229460239,,,
2019,1.8,0.5593,0.3416,0.0992,0.2052,4971.8482,6211.6904,21193.2948,4.26265955,,,
,,,,,,,,,,,,
Country,Ghana,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,3.3,0.4845,0.3829,0.1314,0.1481,4368.4178,4738.0376,17011.0919,3.894102335,,,
1999,3.3,0.4864,0.3821,0.1303,0.1496,4445.3567,4810.2779,17156.1272,3.859345198,,,
2000,3.5,0.4884,0.3813,0.1291,0.1511,4471.003,4847.018,16205.322,3.624522924,,,
2001,3.4,0.4904,0.3805,0.1279,0.1525,4527.4835,4898.2127,16754.9227,3.700712442,,,
2002,3.9,0.4924,0.3797,0.1267,0.154,4565.7572,4968.1364,17730.3626,3.883334398,,,
2003,3.3,0.4944,0.3789,0.1256,0.1554,4658.26,5068.0133,18727.7618,4.020342827,,,
2004,3.6,0.4964,0.3781,0.1244,0.1569,4806.3625,5186.2277,20244.5146,4.212007046,,,
2005,3.5,0.4983,0.3773,0.1245,0.1583,4946.4382,5319.6798,21937.8875,4.43510294,,,
2006,3.3,0.4963,0.3792,0.1246,0.1563,5103.383,5476.2331,24242.2359,4.750243187,,,
2007,3.7,0.4942,0.3812,0.1247,0.1542,5114.7705,5526.3837,24755.2922,4.839953423,,,
2008,3.9,0.4922,0.3832,0.1247,0.1522,5461.2564,5833.4213,26457.0833,4.844493389,,,
2009,3.9,0.4901,0.3852,0.1248,0.1501,5422.7217,5916.7554,26225.9404,4.836297035,,,
2010,4.1,0.488,0.3871,0.1249,0.148,5680.8813,6180.4619,27537.2619,4.847369671,,,
2011,3.9,0.486,0.3891,0.125,0.146,6243.403,6844.0351,30517.9414,4.888018131,,,
2012,4.5,0.4839,0.3911,0.1243,0.1439,6526.9805,7268.3083,32054.4347,4.911072254,,,
2013,4.6,0.4852,0.3905,0.1235,0.146,6941.1713,7582.9811,34657.892,4.99309063,,,
2014,4.8,0.4865,0.39,0.1228,0.1481,6861.6547,7586.9618,34181.5105,4.981530666,,,
2015,4.7,0.4878,0.3894,0.1221,0.1502,6875.1305,7537.1701,34005.0536,4.946089268,,,
2016,4.3,0.4891,0.3889,0.1221,0.1523,6914.5461,7587.7449,34413.5344,4.976983547,,,
2017,4,0.4891,0.3889,0.1221,0.1523,7092.8629,7981.8037,35507.0582,5.006034374,,,
2018,4.1,0.4891,0.3889,0.1221,0.1523,7225.5971,8249.9151,36394.0413,5.036828041,,,
2019,4.1,0.4891,0.3889,0.1221,0.1523,7490.6088,8547.9145,37963.1308,5.068089962,,,
,,,,,,,,,,,,
Country,Zambia,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,3.5,0.56,0.3423,0.1045,0.2015,3700.6552,4410.8813,15264.4473,4.124801159,,,
1999,3.5,0.55,0.3455,0.1112,0.2001,3853.4003,4478.7856,15757.9996,4.089380741,,,
2000,3.4,0.54,0.3487,0.118,0.1988,3749.9534,4516.5942,14730.6612,3.928225279,,,
2001,2.6,0.53,0.352,0.1248,0.1974,3942.9455,4640.3169,15715.9238,3.985835791,,,
2002,2.6,0.52,0.3552,0.1019,0.1961,3918.2433,4733.0162,16640.6901,4.246982574,,,
2003,2.5,0.5625,0.3356,0.0792,0.2136,4223.2431,4941.5531,18683.082,4.423874378,,,
2004,2.6,0.6047,0.3161,0.0788,0.2311,4259.2494,5162.6796,19538.4729,4.587310314,,,
2005,2.6,0.6061,0.3151,0.0784,0.2235,4376.5978,5400.9942,21973.6739,5.020724773,,,
2006,2.6,0.6074,0.3141,0.0777,0.216,4474.5714,5682.193,24513.5276,5.478415012,,,
2007,2.6,0.6137,0.3086,0.077,0.2246,4620.5049,5996.5886,26300.165,5.692051888,,,
2008,2.8,0.62,0.303,0.0763,0.2333,4998.9484,6289.2108,28737.4996,5.748715878,,,
2009,3,0.6262,0.2974,0.0756,0.2419,5633.9152,6679.9524,32587.176,5.784105778,,,
2010,3,0.6325,0.2919,0.0744,0.2506,5752.337,7159.5104,33846.9185,5.884021759,,,
2011,3.2,0.6294,0.2961,0.0732,0.2468,5919.1294,7305.9209,35266.602,5.958068371,,,
2012,3.7,0.6264,0.3004,0.0719,0.243,6304.1196,7593.4543,37785.8353,5.993833542,,,
2013,3.8,0.6234,0.3047,0.0707,0.2392,5984.4363,7701.2743,35967.9624,6.010251522,,,
2014,3.8,0.6204,0.3089,0.0695,0.2355,6393.201,7778.8926,38240.4526,5.981430054,,,
2015,3.8,0.6174,0.3132,0.0695,0.2317,6588.9892,7719.4166,38298.6431,5.812521458,,,
2016,3.8,0.6174,0.3132,0.0695,0.2317,6565.2412,7723.5115,38154.0482,5.811527252,,,
2017,3.7,0.6174,0.3132,0.0695,0.2317,6427.829,7701.3936,37460.9307,5.827934265,,,
2018,3.5,0.6174,0.3132,0.0695,0.2317,6657.2381,7714.5663,38709.104,5.814582825,,,
2019,3.4,0.6174,0.3132,0.0695,0.2317,6481.2089,7533.9783,37613.5697,5.803484917,,,
,,,,,,,,,,,,
Country,Equatorial Guinea,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,-,0.5116,0.369,0.1187,0.1647,11624.5063,14144.728,10356.1138,0.890886307,,,
1999,-,0.5136,0.3678,0.1179,0.1668,13773.5394,16917.9534,18031.7409,1.309158087,,,
2000,-,0.5156,0.3665,0.119,0.1689,15300.3521,19003.0928,26445.7982,1.728443742,,,
2001,-,0.5124,0.3686,0.1198,0.1672,24271.8596,29693.3463,40917.3153,1.685792327,,,
2002,-,0.5096,0.3706,0.1207,0.1643,27524.9361,33781.7149,45517.7047,1.653689742,,,
2003,-,0.5065,0.3728,0.1208,0.1606,29655.2327,36536.167,52778.4288,1.779734135,,,
2004,-,0.5055,0.3737,0.1147,0.1595,39183.8124,47758.5816,78389.093,2.000547886,,,
2005,1.9,0.5206,0.3647,0.1151,0.1799,43431.3384,52796.3483,91283.0043,2.101777315,,,
2006,2.1,0.5191,0.3658,0.1155,0.1781,44596.8982,54191.4141,96386.6649,2.161286354,,,
2007,1.9,0.5176,0.367,0.1157,0.1763,48575.5827,59348.9636,106050.3398,2.183202744,,,
2008,1.7,0.5168,0.3676,0.1163,0.1753,54457.8246,66240.4755,117965.7398,2.166185379,,,
2009,1.8,0.5144,0.3693,0.1169,0.1728,49919.549,63507.371,107691.5633,2.15730238,,,
2010,1.9,0.5121,0.371,0.1175,0.1703,42744.1209,54733.4669,87639.7818,2.050335407,,,
2011,1.9,0.5098,0.3728,0.1182,0.1678,43874.0274,55849.964,89138.2227,2.031685352,,,
2012,2,0.5072,0.3746,0.1174,0.165,45122.3024,57803.0436,93359.3469,2.069028854,,,
2013,1.9,0.5089,0.3737,0.1166,0.1668,40522.3497,52830.0008,85430.0938,2.108221531,,,
2014,-,0.5106,0.3727,0.1161,0.1686,38367.7465,50508.8658,80745.5391,2.104516029,,,
2015,-,0.512,0.3719,0.1156,0.1703,31363.1582,43721.5862,64587.8987,2.059355736,,,
2016,-,0.5134,0.371,0.115,0.1722,26772.7323,38539.1077,53606.8191,2.002291679,,,
2017,1.7,0.5149,0.3701,0.1145,0.174,24743.0508,35045.0157,49425.78,1.997562051,,,
2018,1.6,0.5164,0.3691,0.1145,0.1759,22541.6219,31545.1525,45095.0435,2.000523567,,,
2019,1.6,0.5164,0.3692,0.1145,0.1759,19862.8626,28578.5177,40194.3598,2.023593426,,,
,,,,,,,,,,,,
Country,Kenya,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,2.5,0.5463,0.3416,0.1117,0.1936,5110.0995,5446.8078,24275.4157,4.750478268,,,
1999,2,0.5469,0.3414,0.1112,0.1966,5077.7112,5390.1133,24496.8981,4.824398041,,,
2000,2.1,0.5476,0.3412,0.1107,0.1996,4891.2163,5236.9153,23964.9512,4.899588585,,,
2001,2,0.5483,0.341,0.1102,0.2026,4961.401,5266.6492,24757.4122,4.990004063,,,
2002,1.9,0.549,0.3407,0.1097,0.2056,4796.6522,5119.178,24273.3269,5.060472488,,,
2003,1.9,0.5497,0.3405,0.1093,0.2086,4755.6568,5086.9181,24424.2068,5.135821342,,,
2004,2.1,0.5504,0.3403,0.1088,0.2116,4832.7792,5161.6932,25300.8937,5.235267639,,,
2005,2.1,0.5511,0.3401,0.1109,0.2147,5002.2029,5280.7424,26774.0049,5.352442741,,,
2006,2.2,0.5447,0.3444,0.113,0.2084,5169.4631,5424.0247,28377.5342,5.489454269,,,
2007,2.1,0.5383,0.3486,0.1152,0.2021,5331.7395,5595.3243,29778.1509,5.585072994,,,
2008,2.1,0.532,0.3529,0.1173,0.1959,5189.4374,5418.7158,29358.4179,5.65734148,,,
2009,2.2,0.5256,0.3571,0.1194,0.1896,5143.8483,5411.4221,29413.1472,5.718120098,,,
2010,2.1,0.5192,0.3614,0.1216,0.1833,5363.9767,5673.2334,30951.0123,5.770162106,,,
2011,2.2,0.5128,0.3656,0.1237,0.1771,5539.5351,5826.2769,32227.3945,5.817706585,,,
2012,2.7,0.5064,0.3699,0.1259,0.1708,5561.4372,5895.9902,32586.4243,5.859353065,,,
2013,2.7,0.5,0.3741,0.128,0.1645,5692.2112,6040.9321,33578.0039,5.898938179,,,
2014,2.5,0.4936,0.3784,0.1301,0.1582,5321.819,6157.756,31557.1686,5.92977047,,,
2015,2.5,0.4872,0.3827,0.1301,0.1519,5477.9234,6296.1991,34278.8463,6.257635593,,,
2016,2.6,0.4872,0.3827,0.1301,0.1519,5612.9562,6441.51,35591.3245,6.340923309,,,
2017,2.8,0.4872,0.3827,0.1301,0.1519,5496.4038,6522.6653,35377.6673,6.436511517,,,
2018,2.7,0.4872,0.3827,0.1301,0.1519,5634.0504,6699.7761,36765.6668,6.525619507,,,
2019,2.8,0.4872,0.3827,0.1301,0.1519,5683.783,6820.6589,37237.0439,6.551454067,,,
,,,,,,,,,,,,
Country,Angola,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,-,0.5418,0.3519,0.0989,0.193,9294.8187,11330.8213,9260.3401,0.996290445,,,
1999,-,0.5611,0.34,0.0915,0.2064,8564.8964,11192.3303,6137.1777,0.716550112,,,
2000,1.7,0.5803,0.3282,0.0953,0.2198,8673.6557,11139.4406,11128.3874,1.283010006,,,
2001,-,0.5695,0.3352,0.0992,0.2115,8833.844,11233.2995,11136.9983,1.260719419,,,
2002,1.7,0.5587,0.3422,0.103,0.2032,9992.9541,12343.2444,17968.3539,1.798102379,,,
2003,1.8,0.5478,0.3492,0.1069,0.1949,9949.1946,12275.4504,18999.796,1.909681797,,,
2004,2,0.5369,0.3562,0.1107,0.1865,10494.8555,13136.8901,20792.5306,1.981211662,,,
2005,2,0.526,0.3633,0.1146,0.1782,11566.268,14560.2883,24904.4737,2.153198719,,,
2006,2.2,0.5151,0.3703,0.1185,0.1698,12249.6705,15668.9753,28742.7721,2.346411943,,,
2007,2.2,0.5041,0.3774,0.1223,0.1614,13507.6354,17213.0247,33511.2543,2.480912209,,,
2008,1.9,0.4932,0.3845,0.1191,0.153,13746.3061,18425.0643,34712.2521,2.525205851,,,
2009,1.9,0.5019,0.379,0.1159,0.1637,14253.7937,17890.1695,35640.2608,2.500405312,,,
2010,1.9,0.5106,0.3734,0.1127,0.1744,14287.1407,17982.4596,32759.2734,2.292920113,,,
2011,2,0.5193,0.3679,0.1095,0.1851,14377.3063,17955.2868,31915.4275,2.219847441,,,
2012,2.2,0.528,0.3624,0.1063,0.1958,15208.6302,18797.0698,34507.3657,2.268933058,,,
2013,2.3,0.5367,0.3569,0.1031,0.2065,15590.0322,19025.5364,35649.1481,2.286663055,,,
2014,1.9,0.5454,0.3514,0.0999,0.2172,16015.1267,19236.0441,36306.1909,2.266993523,,,
2015,1.5,0.5541,0.346,0.0967,0.2278,15785.6798,18733.5298,34910.0042,2.211498499,,,
2016,1.8,0.5628,0.3405,0.0936,0.2385,14785.1353,17627.4522,31947.9872,2.1608181,,,
2017,1.9,0.5714,0.335,0.0904,0.2491,14116.4535,17001.0061,30109.05,2.132904768,,,
2018,1.9,0.5801,0.3295,0.0904,0.2598,13167.6561,16090.3828,27284.4148,2.072078228,,,
2019,2.6,0.5801,0.3295,0.0904,0.2598,12617.6564,15439.0192,25529.5204,2.023317099,,,
,,,,,,,,,,,,
Country,Zimbabwe,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,4.2,0.5741,0.3248,0.1024,0.2354,5553.3066,6244.8597,19892.4481,3.582111359,,,
1999,4.1,0.5694,0.3282,0.1037,0.2307,5465.0263,6119.9999,20006.7948,3.660864592,,,
2000,3,0.5647,0.3315,0.105,0.226,5264.7035,5869.1283,19510.5241,3.705900669,,,
2001,2.9,0.5601,0.3349,0.1064,0.2213,5600.255,5907.2919,21280.7387,3.800002575,,,
2002,2.7,0.5554,0.3382,0.1077,0.2166,5099.0879,5353.4158,19563.8091,3.836712599,,,
2003,2.3,0.5507,0.3416,0.109,0.2119,4163.5758,4426.8326,15137.2645,3.635635138,,,
2004,2.3,0.5461,0.345,0.1103,0.2071,3903.9194,4155.079,9238.7574,2.366506338,,,
2005,2.6,0.5414,0.3483,0.1116,0.2024,3678.3942,3901.4712,5084.6865,1.382305145,,,
2006,2.4,0.5367,0.3517,0.1129,0.1977,3520.5553,3714.8296,5574.9086,1.583511233,,,
2007,2.1,0.532,0.3551,0.1142,0.193,3420.1779,3528.4761,6007.5254,1.756463885,,,
2008,1.8,0.5273,0.3584,0.1155,0.1883,2757.1395,2863.8535,4865.6419,1.764684439,,,
2009,2.2,0.5227,0.3618,0.1168,0.1836,2947.2374,3164.1218,5298.6907,1.797860026,,,
2010,2.4,0.518,0.3652,0.1181,0.1789,3475.7671,3737.5837,6457.9998,1.857982635,,,
2011,2.2,0.5133,0.3686,0.1172,0.1741,3899.0229,4190.5064,7488.5607,1.920606375,,,
2012,2,0.5154,0.3674,0.1163,0.1742,4495.095,4804.5802,8879.7317,1.975421429,,,
2013,2.1,0.5174,0.3663,0.1153,0.1744,4459.0916,4820.9977,8978.3809,2.01353097,,,
2014,2.1,0.5195,0.3652,0.1144,0.1745,4472.0529,4860.1694,9235.8772,2.0652318,,,
2015,2.1,0.5216,0.3641,0.1134,0.1746,4468.0205,4873.4186,9383.203,2.100052118,,,
2016,2.2,0.5236,0.3629,0.1125,0.1747,4414.1594,4833.9589,9357.7126,2.119910479,,,
2017,2.2,0.5257,0.3618,0.1024,0.1748,4563.7895,4975.9563,9745.5411,2.135381222,,,
2018,2.2,0.5577,0.3399,0.0923,0.1928,4841.7356,5124.4343,10240.3717,2.115030527,,,
2019,2.4,0.5895,0.3181,0.0923,0.2108,4332.6477,4627.7315,7729.6394,1.784065008,,,
,,,,,,,,,,,,
Country,Cameroon,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,1.4,0.533,0.3485,0.1203,0.1875,4339.8833,4788.9316,16174.693,3.726987839,,,
1999,1.5,0.5279,0.3518,0.122,0.1888,4230.251,4848.5661,15920.1231,3.763399124,,,
2000,2,0.5229,0.3551,0.1238,0.1902,4348.9653,4869.8226,16701.0844,3.84024334,,,
2001,2,0.5178,0.3584,0.123,0.1915,4495.0113,4937.2785,17717.6395,3.941622972,,,
2002,2.2,0.5154,0.3616,0.1223,0.1857,4541.1918,4996.1907,18511.3199,4.076313019,,,
2003,1.8,0.513,0.3647,0.1216,0.1799,4622.6544,5068.4831,19444.643,4.206380367,,,
2004,2.1,0.5105,0.3679,0.1208,0.1741,4799.2564,5246.8273,20804.3381,4.334908485,,,
2005,2.2,0.5081,0.3711,0.1201,0.1683,4695.4844,5185.7597,20987.8161,4.469787121,,,
2006,2.3,0.5057,0.3742,0.1194,0.1625,4800.6775,5204.8513,22536.0285,4.694343567,,,
2007,2.4,0.5033,0.3774,0.1175,0.1567,4854.8657,5291.5263,23719.1979,4.885654926,,,
2008,2.3,0.5057,0.3768,0.1156,0.1569,4915.448,5304.3557,24484.7151,4.981176853,,,
2009,2.2,0.5082,0.3762,0.1138,0.1572,4826.0533,5250.9031,24346.6011,5.044826508,,,
2010,2.2,0.5107,0.3756,0.1119,0.1574,4882.5056,5261.3658,24803.6742,5.08011198,,,
2011,2.5,0.5131,0.375,0.1101,0.1577,4914.4233,5311.9949,25063.8333,5.100055695,,,
2012,2.6,0.5156,0.3744,0.1082,0.158,4949.782,5383.8063,25218.2859,5.094827652,,,
2013,2.5,0.518,0.3738,0.1063,0.1582,5042.2364,5501.7627,25671.853,5.091362476,,,
2014,2.7,0.5205,0.3732,0.1063,0.1585,5177.1525,5648.5721,26393.1397,5.098003387,,,
2015,2.7,0.5205,0.3732,0.1063,0.1585,5336.8472,5787.3325,27981.7473,5.243123531,,,
2016,2.6,0.5205,0.3732,0.1063,0.1585,5400.6794,5876.9052,28433.8134,5.264858723,,,
2017,2.5,0.5205,0.3732,0.1063,0.1585,5413.9626,5905.4114,28557.5249,5.274791718,,,
2018,2.5,0.5205,0.3732,0.1063,0.1585,5464.6116,5963.0698,28927.4771,5.29360199,,,
2019,2.5,0.5205,0.3732,0.1063,0.1585,5492.662,6000.1134,29330.14,5.339877129,,,
,,,,,,,,,,,,
Country,Comoros,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,-,0.5589,0.3419,0.0956,0.2097,4112.0348,4489.9336,21023.6358,5.112708569,,,
1999,-,0.5774,0.3271,0.0919,0.2233,4058.4241,4439.0132,21077.5423,5.193528652,,,
2000,-,0.5958,0.3123,0.0883,0.2369,4384.8336,4769.8226,23284.3231,5.310195446,,,
2001,-,0.6143,0.2975,0.0846,0.2505,4346.3749,4736.3789,23558.2873,5.42021513,,,
2002,-,0.6327,0.2827,0.0809,0.2641,4307.6809,4700.1081,23894.5812,5.546970844,,,
2003,-,0.6511,0.2679,0.0773,0.2777,4230.163,4652.0703,23934.1199,5.657966614,,,
2004,-,0.6696,0.2532,0.081,0.2913,4171.7402,4594.7828,23936.0411,5.737663746,,,
2005,-,0.6529,0.2662,0.0846,0.2763,4160.7817,4578.1196,24163.2147,5.807374001,,,
2006,-,0.6362,0.2792,0.0883,0.2614,4150.1413,4556.1546,24445.8513,5.890365601,,,
2007,2.6,0.6195,0.2922,0.0919,0.2464,4063.3378,4451.4372,23723.8284,5.838508129,,,
2008,2.5,0.6028,0.3053,0.0956,0.2314,4083.8486,4486.8818,24007.2169,5.878576279,,,
2009,2.3,0.5861,0.3183,0.0993,0.2164,4083.294,4488.6574,24314.745,5.954688549,,,
2010,2.1,0.5694,0.3313,0.1029,0.2014,4107.7094,4518.0481,24752.5728,6.025882244,,,
2011,2.4,0.5527,0.3444,0.1066,0.1864,4156.1385,4565.8025,25165.3091,6.054973602,,,
2012,2.8,0.536,0.3574,0.1103,0.1715,4155.565,4574.7949,25308.0101,6.090148449,,,
2013,2.8,0.5193,0.3705,0.1139,0.1565,4220.6545,4642.7915,26036.5219,6.168835163,,,
2014,2.6,0.5026,0.3835,0.1139,0.1415,4207.3638,4604.6196,26104.4335,6.204462528,,,
2015,2.6,0.5026,0.3835,0.1139,0.1415,4131.4833,4523.873,25725.3234,6.22665596,,,
2016,2.4,0.5026,0.3835,0.1139,0.1415,4156.576,4546.6884,25999.4955,6.255026817,,,
2017,2.7,0.5026,0.3835,0.1139,0.1415,4197.5935,4590.9391,26378.001,6.284077168,,,
2018,2.7,0.5026,0.3835,0.1139,0.1415,4230.5185,4618.6096,26733.4003,6.319179058,,,
2019,2.5,0.5026,0.3835,0.1139,0.1415,4198.3578,4582.5825,26661.3404,6.350421429,,,
,,,,,,,,,,,,
Country,Rwanda,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,-,0.5741,0.3148,0.1062,0.2243,1410.2168,1498.5915,5606.7683,3.975820303,,,
1999,-,0.5863,0.3075,0.1013,0.2327,1386.4073,1474.995,5599.645,4.038960934,,,
2000,-,0.5984,0.3003,0.0991,0.2411,1436.9,1528.7187,5868.9882,4.084479332,,,
2001,-,0.6045,0.2965,0.0968,0.247,1498.6551,1593.5002,6198.6962,4.136172771,,,
2002,-,0.6106,0.2926,0.0946,0.2528,1650.539,1751.1985,6890.666,4.174797535,,,
2003,-,0.6166,0.2888,0.0923,0.2587,1640.1714,1745.9847,6941.1985,4.231995583,,,
2004,-,0.6227,0.285,0.0901,0.2645,1717.3883,1829.0663,7404.4181,4.311440945,,,
2005,3.1,0.6287,0.2812,0.0931,0.2703,1825.7171,1943.9018,8172.8966,4.476540565,,,
2006,2.5,0.6209,0.286,0.0961,0.2637,1928.1399,2053.5143,9196.5024,4.769624233,,,
2007,2.8,0.6132,0.2908,0.0991,0.257,2001.2939,2133.4972,9998.4587,4.995997429,,,
2008,3,0.6054,0.2956,0.1021,0.2503,2147.6033,2288.1958,10831.309,5.043440342,,,
2009,3.3,0.5976,0.3004,0.1051,0.2436,2199.3513,2347.8935,11172.8425,5.080062866,,,
2010,4,0.5898,0.3052,0.1078,0.2369,2293.7462,2437.8221,11762.3447,5.128005981,,,
2011,5,0.5831,0.3091,0.1105,0.2337,2395.1135,2550.638,12384.502,5.17073679,,,
2012,5.3,0.5764,0.3131,0.1133,0.2305,2501.037,2687.8806,12957.5623,5.180876255,,,
2013,5.3,0.5697,0.3171,0.115,0.2273,2522.1623,2732.1722,13088.3399,5.189332962,,,
2014,4.9,0.5596,0.3254,0.1167,0.2178,2596.3501,2816.9349,13520.5141,5.207508564,,,
2015,5.4,0.5495,0.3338,0.1184,0.2083,2770.1246,2978.3461,15156.591,5.471447468,,,
2016,5.4,0.5394,0.3422,0.1184,0.1989,2775.3658,3057.376,15321.1849,5.520420074,,,
2017,5.5,0.5394,0.3422,0.1184,0.1989,2809.3864,3081.8012,15662.902,5.575203896,,,
2018,5.6,0.5394,0.3422,0.1184,0.1989,2946.1867,3245.2478,16530.3636,5.610765934,,,
2019,5.3,0.5394,0.3422,0.1184,0.1989,3129.1632,3443.515,17560.9401,5.612024307,,,
,,,,,,,,,,,,
Country,Nigeria,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,1.9,0.4649,0.4091,0.126,0.1252,5817.0503,6090.7987,22702.6587,3.902778149,,,
1999,1.6,0.4644,0.4078,0.1277,0.1274,5501.6423,5956.1119,20982.3088,3.813826561,,,
